id,text,symbol,filing_time,is_action,topic_ids,is_active,label
758,"While it is our practice to engage independent mining consultants to assist in evaluating and making acquisitions, any mining properties or interests therein we may acquire may not be developed profitably or, if profitable when acquired, that profitability might not be sustained.",cde,2007-02,False,"[1, 7, 8]",True,1
759,"Results from our Velardena Operations are subject to exchange control policies, the effects of inflation and currency fluctuations between the U.S. Dollar and the Mexican Peso.",aumn,2012-03,False,[5],True,0
760,"There can be no assurance that our future exploration, construction, development and acquisition efforts will be successful in replenishing our Mineral Resources or finding or developing Mineral Reserves.",uuuu,2022-03,False,"[1, 8]",True,0
761,"In addition, shareholders may not be able to commence an action in a Canadian court predicated upon the civil liability provisions under United States federal securities laws.",mux,2022-03,False,"[2, 11]",True,0
762,Natural gas is a primary fuel source used in the evaporated salt-production process.,cmp,2012-02,False,"[12, 14]",True,0
763,Operations in the Deepwater GOM present greater operating risks than operations in the shallower waters or onshore.,fcx,2015-02,False,[9],True,0
764,"This is because our managing general partner can exercise significant influence over our business activities, including our cash distribution policy, acquisition strategy and business risk profile.",arlp,2008-02,False,"[6, 8]",True,0
765,"If our business plan is not successful and we are not able to operate profitably, then our securities may become worthless and investors may lose all of their investment in our Company.",lode,2021-03,False,"[1, 3]",True,0
766,"For instance, there are proposed regulations reducing water rights per acre for the aquifer accessed by our Mill Creek, Oklahoma facility.",slca,2013-02,False,"[2, 12]",True,0
767,The Company believes that it is not possible to determine the extent of the damages sought and considers the lawsuits without merit.,scco,2018-03,False,[11],True,0
768,"In the event of a subsidiary's liquidation, we may lose all or a portion of our investment in that subsidiary.",aumn,2006-03,False,[0],True,0
769,"Generally, it is not feasible to review in depth every individual property involved in each acquisition.",hl,2021-02,False,[8],True,0
770,"Transportation costs represent a significant portion of the total cost of coal for our customers and, as a result, the cost of transportation is a critical factor in a customer's purchasing decision.",arlp,2018-02,False,"[12, 14]",True,0
771,"The Province has not disputed this interpretation but has not provided further clarification on the definition of ""measured"" reserves, and the outcome is not clear at the time.",mux,2015-03,False,[11],True,0
772,"If these expenditures are delayed or deferred for technical, financial or any other reasons, we may be forced to curtail production at the Miami smelter, which would require us to export concentrate rather than process it ourselves and to purchase sulphuric acid that would otherwise be generated during the smelting process, which would result in increased production costs.",fcx,2016-02,False,"[7, 14]",False,0
773,The estimates of our coal reserves may prove inaccurate and could result in decreased profitability.,arlp,2011-02,False,"[1, 4, 7]",True,0
774,"Reliable roads, bridges, power sources and water supply are important factors that affect capital and operating costs and the feasibility and economic viability of a project.",aumn,2018-03,False,"[1, 7, 12, 14]",True,0
775,"At December 31, 2021, our total of such bonds was $254.5 million.",arlp,2022-02,False,[0],True,0
776,The Central Government of Peru continued to support responsible mining as a vehicle for the growth and future development of Peru in 2018.,nem,2019-02,True,[5],True,0
777,"Obtaining or renewing licenses and permits, and acquiring property rights, can be complex and time-consuming processes.",aumn,2015-02,False,"[1, 2]",True,0
778,Outstanding convertible securities and warrants may result in substantial dilution.,lode,2012-03,False,[3],True,0
779,Our current projection that revenues generated by production at our Velardena Operations will exceed our company-wide expenses by the end of 2012 is subject to a number of assumptions.,aumn,2012-03,False,"[7, 10]",True,0
780,Our payments of principal and interest on any indebtedness will reduce the cash available for distribution on our units.,arlp,2014-02,False,"[0, 6]",True,0
781,"Our board of directors has the authority, without action or vote of our stockholders, to issue all or any part of our authorized but unissued shares of common stock, including shares issuable upon the exercise of options, shares that may be issued to satisfy our obligations under our incentive plans, shares of our authorized but unissued preferred stock and securities and instruments that are convertible into our common stock.",hcc,2019-02,False,"[3, 6]",False,0
782,"In such case, revenues and earnings could decline for the period and inventory and backlog could increase.",usau,2011-07,False,"[4, 10]",True,0
783,"Extensive environmental regulations impose significant costs on our mining operations, and future regulations could materially increase those costs or limit our ability to produce and sell coal.",arch,2021-02,False,"[2, 12]",True,0
784,"To liquidate your investment, therefore, you may be forced to sell your public shares or warrants, potentially at a loss.",hymc,2019-03,False,[3],False,0
785,"If NASDAQ delists our common stock from trading on its exchange for failure to meet the listing standards, we and our stockholders could face significant material adverse consequences including: Delisting could also have other negative results, including the potential loss of confidence by employees, the loss of institutional investor interest and fewer business development opportunities..",usau,2021-07,False,"[3, 6]",True,0
786,"Moreover, if a suspension continues for more than one year for reasons other than force majeure and the Indonesian government has not approved such continuation, then the government would be entitled to declare a default under the Contract of Work.",fcx,2010-02,False,[13],False,0
787,Dividends from subsidiaries that are not wholly owned are shared with other equity owners.,fcx,2017-02,False,[3],True,0
788,"Expansion of known deposits of mineralized material and exploration for new mineralized material are highly speculative activities typically requiring extensive programs of drilling and study, at substantial expense, over many years.",rgld,2019-08,False,"[1, 7]",True,0
789,"In addition, the workers of the San Martin mine were on strike from July 2007 to August 2018.",scco,2020-02,False,[13],True,0
790,"In pursuit of that objective, we will seek to identify additional mineralization that can be extracted economically at operating and exploration properties.",mux,2016-03,False,"[1, 7]",False,1
791,"Any prolonged change in weather patterns in our markets, as a result of climate change or otherwise, could have a material impact on the results of our operations.",cmp,2019-03,False,"[9, 12, 14]",True,0
792,"If our competitors currencies decline against the U.S. dollar or against our foreign customers local currencies, those competitors may be able to offer lower prices for coal to our customers.",ceix,2022-02,False,"[4, 5]",True,0
793,Our operations may be adversely affected by risks and hazards associated with the mining industry that may not be fully covered by insurance.,hl,2021-02,False,[9],True,0
794,Many of our employees participate in our defined benefit pension plans.,slca,2018-02,False,"[8, 13]",True,0
795,"We are a Canadian company, and U.S. investors may have difficulty bringing actions and enforcing judgments under U.S. securities laws.",uuuu,2017-03,False,"[3, 11]",True,0
796,"These regulations define certain relationships, such as owning over 50% of stock in an entity or having the authority to determine the manner in which the entity conducts mining operations, as constituting ownership and control.",amr,2019-04,False,"[2, 6]",True,0
797,The contracts for certain of NACoal's unconsolidated mines permit or obligate the customer under some conditions to acquire the assets or stock of the NACoal subsidiary for an amount roughly equal to book value.,nc,2018-03,False,[10],True,0
798,"Any series of preferred stock could contain dividend rights, conversion rights, voting rights, terms of redemption, redemption prices, liquidation preferences or other rights superior to the rights of holders of its common stock.",cde,2017-02,False,"[3, 6]",True,0
799,"Any potential acquisition involves risk, including the ability to effectively integrate the acquired technologies, operations and personnel into the business, the diversion of capital and managements attention from other areas of the business, and the impact of debt obligations resulting from the acquisition.",cmp,2015-02,False,[8],True,0
800,"We have not posted a bond in Mexico, as none is required.",mux,2010-03,False,[0],False,1
801,"World gold prices are affected by numerous factors beyond our control, including: Molybdenum prices also fluctuate widely.",fcx,2009-02,False,[10],False,0
802,"These liabilities, and other liabilities related to ECUs business not currently known to us or that prove to be more significant than we currently anticipate, could negatively impact our business, financial condition and results of operations.",aumn,2014-02,False,[9],True,0
803,"Apart from governmental regulation, there are also increasing financial risks for fossil-fuel producers as stakeholders of fossil-fuel energy companies may elect in the future to shift some or all of their support into non-energy related sectors.",hnrg,2022-03,False,[12],True,0
804,The 382 Transfer Restrictions are intended to prevent the likelihood that we will be deemed to have an ownership change within the meaning of Section 382 of the Code that could limit or eliminate our ability to utilize significant NOLs and other federal income tax attributes under and in accordance with the Code and regulations promulgated by the IRS.,hcc,2021-02,False,[15],False,0
805,KC's success depends in part on its ability to anticipate the tastes of its customers and to provide merchandise that appeals to their preferences.,nc,2015-03,True,[7],True,0
806,"We can provide no assurance that we have been, or will at all times be, in full compliance with all of the terms of our permits or that we have all required permits.",hymc,2021-03,False,[2],True,0
807,There can be no assurance that one or more of these customers will not cease or materially decrease their business with the Company in the future and that our financial performance will not be adversely affected thereby.,usau,2008-07,False,[4],True,0
808,Reserve estimation is an interpretive process based upon available data and various assumptions.,hl,2010-02,False,[7],True,0
809,"We might not have, or be able to obtain, sufficient funds to make these accelerated payments.",slca,2020-02,False,"[0, 1]",True,0
810,"With respect to our El Gallo 1 mine in Mexico, in recent years, there has been a marked increase in the level of violence and crime relating to drug cartels in Sinaloa state, where we operate, and in other regions of Mexico.",mux,2015-03,True,[5],True,0
811,"The loss of, or significant reduction in, purchases by our largest customers could adversely affect our revenues and profitability.",amr,2019-04,False,"[4, 12]",True,0
812,"On the basis of this common stock ownership, certain members of the Company's extended founding family could have exercised approximately 81 percent of the Company's total voting power.",nc,2022-03,False,"[3, 6]",True,0
813,"Before making any distributions to our unitholders, we will reimburse our general partner and its affiliates for all expenses they have incurred on our behalf.",arlp,2021-02,False,"[6, 15]",True,1
814,"Accordingly, long-term contracts may provide only limited protection during adverse market conditions.",arlp,2015-02,False,[10],True,0
815,See Note 4 of Notes to Consolidated Financial Statements for more information on the distribution of our sales and our significant customers.,hl,2022-02,False,[0],True,0
816,Our business inherently involves certain risks and uncertainties.,arch,2006-03,False,"[8, 15]",True,0
817,"In addition to the Grand Canyon withdrawal and the Bears Ears National Monument, there are currently other designated or proposed withdrawals of federal lands for the purposes of mineral location and development and proposed designations of national monuments.",uuuu,2022-03,False,[2],True,0
818,"In recent years, the United States Congress has considered a number of proposed major revisions to the General Mining Law of 1872 (the ""General Mining Law""), which governs the creation, maintenance and possession of mining claims and related activities on federal public lands in the United States.",rgld,2011-08,False,[2],True,0
819,"We have adopted certain valuation methodologies that may result in a shift of income, gain, loss and deduction between the general partner and the unitholders.",arlp,2013-03,False,"[6, 15]",True,1
820,"At the same time, the peso has been subject in the past to significant volatility, which may not have been proportionate to the inflation rate and may not be proportionate to the inflation rate in the future.",scco,2020-02,False,"[5, 10]",True,0
821,"As a result, the Common Stock may trade at a discount to what would be its value if the stock enjoyed greater liquidity.",usau,2006-07,False,"[3, 6]",True,0
822,"Based on this review, we adjust our estimation procedures when appropriate.",cde,2010-02,False,[7],True,1
823,"While we believe we have satisfactory title to our properties, some risk exists that some titles may be defective or subject to challenge.",lode,2011-04,False,[11],True,0
824,"If impairment testing indicates that the carrying value exceeds its fair value, the intangible assets or goodwill is deemed impaired.",usau,2011-07,False,[10],True,0
825,"Mr. Jensen's extensive commercial experience, mine operations background and industry contacts give us an important competitive advantage.",rgld,2010-08,True,[4],True,0
826,"NMHG cannot be sure that it will succeed in defending these claims, that judgments will not be rendered against NMHG with respect to any or all of these proceedings or that reserves set aside or insurance policies will be adequate to cover any such judgments.",nc,2009-03,False,[9],True,0
827,We may be adversely impacted on the basis of price or other factors with companies that in the future may benefit from favorable foreign trade policies or other arrangements.,ceix,2019-02,False,[5],True,0
828,"Presidential, congressional and regional elections took place in Peru in 2006, with the new national government taking office in July 2006.",nem,2007-02,False,"[5, 13]",True,0
829,"The Company is currently a smaller reporting company as defined in the Securities Exchange Act of 1934, and thus allowed to provide simplified executive compensation disclosures and other decreased disclosure in SEC filings.",nc,2021-03,False,[4],True,0
830,This is known as being permit-blocked.,amr,2019-04,False,"[2, 15]",False,0
831,"The amount of cash ultimately required to fund these obligations will vary based on a number of factors including future return on assets, mortality rates and other such actuarial assumptions.",slca,2012-03,False,"[0, 7]",True,0
832,"Our compliance costs including the posting of surety bonds associated with environmental protection laws and regulations and health and safety standards have been significant to date, and are expected to increase in scale and scope as we expand our operations in the future.",uec,2018-10,True,"[0, 2, 12]",True,0
833,"Any of these events could materially and adversely impact us in a number of ways, including through decreased production, increased costs, decreased demand for our products due to reduced economic activity or other factors, or the failure by counterparties to perform under contracts or similar arrangements.",hl,2021-02,False,"[4, 12, 14]",True,0
834,International demand for U.S. coal exports also affects coal demand in the U.S.,amr,2019-04,False,[14],True,0
835,"If the negotiators for Hecla, the Plaintiffs, and the State of Idaho do reach a final settlement in the form of a proposed Consent Decree that they are prepared to recommend to their respective managements and clients, that Consent Decree will be subject to (i) approval by the parties management and clients, (ii) a 30-day public comment period and a period for responses to those public comments and (iii) approval by the United States District Court in Idaho.",hl,2011-02,False,[2],True,0
836,President Biden also agreed that same month to cooperate with Chinese leader Xi Jinping on accelerating progress toward the adoption of clean energy.,arch,2022-02,True,[8],True,0
837,"Furthermore, operating expenses at our mining locations are sensitive to changes in certain variable costs, including diesel fuel prices, which is one of our largest variable costs.",amr,2020-03,False,"[12, 14]",True,0
838,Investors seeking cash dividends in the foreseeable future should not purchase our common stock.,lode,2022-03,False,[3],True,0
839,"For example, in early 2019, the extractive industry experienced a large scale tailings dam failure at an unaffiliated mine, which resulted in numerous fatalities and caused extensive property, environmental and reputational damage.",nem,2020-02,False,"[4, 7]",True,0
840,"Accordingly, if we acquire a target business that is not a post-restructured entity, it is possible that these specific risks would not affect us in the same manner, but we would be subject to other risks attendant with the specific industry in which we operate or target business which we acquire, none of which can be presently ascertained.",hymc,2020-03,False,[8],True,0
841,"Social, economic and political instability in Papua could materially and adversely affect us if it results in damage to our property or interruption of our activities.",fcx,2013-02,False,"[5, 9]",True,0
842,A portion of our operating expenses are incurred in local currencies.,nem,2022-02,False,[5],True,0
843,Any such information is forward-looking.,cde,2020-02,False,[15],True,0
844,"We will need substantial additional capital to maintain, develop and increase our asset base, and the inability to obtain needed capital or financing, on satisfactory terms, or at all, whether due to restrictions in our Credit Agreement or otherwise, could have an adverse effect on our growth and profitability.",slca,2022-02,False,[1],True,0
845,"We cannot assure you that the agreements governing our current and future indebtedness, including our senior secured credit facilities, will permit us to pay dividends on our common stock.",cmp,2009-02,True,"[0, 3]",True,0
846,"Federal and state laws require us to place and maintain bonds to secure our obligations to repair and return property to its approximate original state after it has been mined (often referred to as reclaim or reclamation), to pay federal and state workers compensation and pneumoconiosis, or black lung, benefits and to satisfy other miscellaneous obligations.",arlp,2008-02,False,"[0, 2]",False,1
847,We may be adversely affected by labor disputes.,scco,2011-03,False,[13],True,0
848,We may experience increased costs or losses resulting from the hazards and uncertainties associated with mining.,nem,2015-02,False,[12],True,0
849,"The profitability of MLMC is subject to the risk of loss of investment in this operation, increases in the cost of mining, changes in customer demand, growing competition from alternative power generation that competes with coal-fired generation and the emergence of adverse mining conditions.",nc,2021-03,False,"[4, 12, 14]",True,0
850,"In the event of insolvency, liquidation, reorganization, dissolution or other winding up of the Company, the Companys creditors and preferred stockholders would be entitled to payment in full out of the Companys assets before holders of common stock would be entitled to any payment and the claims on such assets may exceed the value of such assets.",lode,2012-03,False,"[3, 10]",True,0
851,"Further, policies limiting available financing for the development of new coal-fueled power plants could adversely impact the global demand for coal in the future.",arch,2022-02,False,"[5, 12, 14]",True,0
852,This lease covers a portion of the claims in the mine corridor where most of our mineralized material relating to the Tonkin project has been identified.,mux,2009-03,False,"[1, 7]",True,0
853,"As a result, our ability to detect payment errors through our stream and royalty monitoring program and its associated internal controls and procedures is limited, and the possibility exists that we will need to make retroactive revenue adjustments.",rgld,2016-08,False,[7],True,0
854,"There can be no assurance that we will be able to acquire necessary permits or authorizations on a timely basis, if at all.",aumn,2007-04,False,"[1, 2, 8]",True,0
855,"In the context of environmental permits, including the approval of reclamation plans, Coeur must comply with standards and regulations which entail significant costs and can entail significant delays.",cde,2009-03,False,[2],True,0
856,Our mines are subject to stringent federal and state safety regulations that increase our cost of doing business at active operations and may place restrictions on our methods of operation.,hcc,2019-02,False,"[2, 12]",True,0
857,"There are numerous uncertainties inherent in estimating quantities and qualities of minerals and costs to mine recoverable reserves and resources, including many factors beyond the Company's control.",nc,2022-03,False,"[1, 7]",True,0
858,"Growers decisions regarding the application rate for potash, including whether to forgo application altogether, may vary based on many factors, including crop and potash prices and nutrient levels in the soil.",cmp,2013-02,False,[7],True,0
859,We hold an 80% interest in the Mt. Hamilton project through our membership interest in MH-LLC.,xpl,2015-03,False,[6],True,0
860,"Subsequent overcapacity in the industry contributed, and may in the future contribute, to lower coal prices.",amr,2019-04,True,[4],True,0
861,The mine site is also in an active seismic area and has experienced earth tremors from time to time.,fcx,2009-02,False,[9],True,0
862,"We may be forced to expend significant resources in the defense of these suits, and we may not prevail.",uec,2018-10,False,[13],False,0
863,"We depend on a few customers for a significant portion of our revenues, and the loss of one or more significant customers could affect our ability to maintain the sales volume and price of the coal we produce.",arlp,2014-02,False,"[4, 14]",True,0
864,may vary substantially.,hnrg,2016-03,False,[7],True,0
865,"These obligations have been estimated based on assumptions including actuarial estimates, discount rates, and changes in health care costs.",amr,2020-03,False,"[7, 10]",False,0
866,Our operations are subject to risks of doing business.,nem,2011-02,False,"[8, 9]",True,0
867,Our growth depends upon the continued growth in demand for electric vehicles with high performance lithium compounds.,pll,2021-09,True,[8],True,0
868,"We contract with truck, rail and barge services to move commercial silica from our production facilities to distribution outlets and our customers, and increased costs under these contracts could adversely affect our results of operations if we are unable to pass these costs on to our customers.",slca,2014-02,False,"[4, 12, 14]",True,1
869,"During the production stage, the Unconsolidated Subsidiaries' customers pay the Company its agreed upon fee only for the coal delivered to them for consumption or use.",nc,2022-03,False,[14],True,0
870,We seek to register our brand names as trademarks where it makes business sense.,cmp,2021-02,False,[8],True,1
871,"WE MAY SUFFER A BREACH OF OUR COMPUTER SECURITY MEASURES, WHICH COULD HARM OUR BUSINESS.",usau,2012-07,False,[11],True,0
872,"To maintain and grow our business, we will be required to make substantial capital expenditures.",ceix,2020-02,False,[8],False,1
873,Risks Related to Our Indebtedness The amount of indebtedness we have incurred could significantly affect our business.,arch,2013-03,False,[0],True,0
874,The Board of Directors has the power to determine the amount and frequency of the payment of dividends.,nc,2022-03,False,"[3, 6]",True,0
875,"For example, the U.S. Foreign Corrupt Practices Act and anti-bribery laws in other jurisdictions, including the U.K. Bribery Act, generally prohibit companies and their intermediaries from making improper payments for the purpose of obtaining or retaining business or other commercial advantage.",nem,2014-02,False,"[8, 11]",True,0
876,"Failure to meet these specifications could result in economic penalties, including price adjustments, the rejection of deliveries or termination of the contracts.",amr,2022-03,False,[5],True,0
877,The distinction between current and noncurrent is based upon the expected length of time necessary for the leaching process to remove the metals from the crushed ore.,cde,2007-02,False,"[1, 7]",True,0
878,"If the gold price falls below that committed price, we may experience losses if a hedge counterparty defaults under a contract when the contract price exceeds the gold price.",lode,2015-01,False,[10],True,0
879,"Similarly, our silver stream at Pueblo Viejo decreases from 75% of Barricks interest in silver produced at Pueblo Viejo to 37.50% after 50.00 million ounces of silver have been delivered.",rgld,2018-08,False,[10],True,0
880,"The possibility exists that new legislation or regulations and orders, including without limitation related to the environment or employee health and safety may be adopted and may materially adversely affect our mining operations, our cost structure or our customers ability to use coal.",btu,2017-03,False,"[2, 12]",True,0
881,"Mineral reserve and resource estimates for properties that have not commenced extraction, production or recovery are based, in many instances, on limited and widely spaced drill-hole information, which is not necessarily indicative of the conditions between and around drill holes.",uuuu,2021-03,False,"[1, 7]",True,0
882,"Such disruption could interfere with our business operations and could lead to decreased productivity, increased labor costs, and lost revenue.",mux,2020-03,False,"[13, 14]",True,0
883,"Many other governmental bodies regulate our operations, and our failure to comply with these legal requirements can result in substantial penalties.",fcx,2014-02,False,[2],True,0
884,"We cannot assure you when these strikes will be settled, or that in the future we will not experience strikes or other labor related work stoppages that could have a material adverse effect on our financial condition and results of operations.",scco,2018-03,False,[13],False,0
885,"In addition, new laws and regulations or changes to existing laws and regulations and new interpretations of existing laws and regulations by courts or regulatory authorities occur regularly, but are difficult to predict.",fcx,2020-02,False,"[2, 11, 12]",True,0
886,"Reliable roads, bridges, power sources and water supply are important factors which affect capital and operating costs.",usau,2018-07,False,"[12, 14]",True,0
887,As a smaller reporting company we may provide certain scaled disclosures.,uuuu,2020-03,False,[7],True,0
888,"The public, including non-governmental organizations, opposition groups and individuals, have statutory rights to comment upon and submit objections to requested permits and approvals.",nc,2016-03,False,[2],True,0
889,"In certain locations, leases for oil, natural gas and coalbed methane reserves are located on, or adjacent to, some of our reserves, potentially creating conflicting interests between us and lessees of those interests.",btu,2013-02,False,"[6, 12]",False,0
890,These customer expectations can lead to a lag in our ability to realize price increases for our products and adversely impact our sales volumes and selling prices.,cmp,2019-03,False,"[4, 12, 14]",True,0
891,We have learned that the Staff also issued Wells notices to a former Chief Financial Officer and former executive Chairman of the Board of Apex during the period of the alleged illegal payments.,aumn,2009-03,False,[8],True,0
892,Surety bonds are typically renewable on a yearly basis.,btu,2016-03,False,[0],True,0
893,"We procure some of this equipment from a concentrated group of suppliers, and obtaining this equipment often involves long lead times.",hcc,2020-02,False,[14],True,1
894,"Under the proposed rule, owners and operators of facilities subject to the rule have been required, among other things, to (i) notify the EPA that they are subject to the rule; (ii) calculate a level of financial responsibility for their facility using a formula provided in the rule; (iii) obtain a financial responsibility instrument, or qualify to self-assure, for the amount of financial responsibility; (iv) demonstrate that they had obtained such evidence of financial responsibility; and (v) update and maintain financial responsibility until the EPA released the owner or operator from the CERCLA Section 108(b) regulations.",usau,2019-07,False,[2],True,1
895,"Most of its coal supply agreements contain provisions requiring the Company to deliver coal meeting quality thresholds for certain characteristics such as Btu, sulfur content, ash content, volatile matter, coking properties, grindability and ash fusion temperature.",btu,2022-02,False,[14],True,0
896,"If we were treated as a new partnership, we would be required to make new tax elections and could be subject to penalties if we were unable to determine that a termination occurred.",arlp,2014-02,False,[15],False,0
897,Our profitability is impacted by the price and availability of natural gas and electricity we purchase from third parties.,cmp,2021-02,False,"[4, 12]",False,0
898,"There are significant hazards involved in underground mining and processing activities at our Velardena Properties, not all of which are fully covered by insurance.",aumn,2015-02,False,[9],True,0
899,Our officers and directors may be subject to conflicts of interest.,uec,2008-10,False,[6],True,0
900,"In addition, the market prices of copper and certain other metals have on occasion been subject to rapid short-term changes.",scco,2009-03,False,[10],True,0
901,"The success of our businesses depends on our ability to retain our current customers, renew our existing customer contracts and solicit new customers.",arch,2017-02,True,"[4, 8]",True,0
902,"We and our operating properties may be subject to environmental risks, including risks associated with climate change, which could have a material adverse effect on our financial condition or the value of our investments.",rgld,2020-08,False,[12],True,0
903,"The IRS private letter ruling and the opinion(s) of tax advisors were based upon and rely on, among other things, various facts and assumptions, as well as certain representations, statements and undertakings of our former parent and the Company, including those relating to the past and future conduct of our former parent and the Company.",ceix,2020-02,False,[15],True,0
904,"These laws and regulations govern, among others, health and safety work place conditions, including high risk labor and the handling, storage and disposal of chemical and other hazardous substances.",scco,2017-03,False,"[2, 11]",True,0
905,"In addition, our board of directors may be viewed as having breached its fiduciary duty to our creditors and/or having acted in bad faith, thereby exposing itself and us to claims of punitive damages, by paying public stockholders from the trust account prior to addressing the claims of creditors.",hymc,2019-03,False,"[3, 6, 11]",True,0
906,"Every investor or potential investor in Newmont should carefully consider the following risks, which have been separated into two groups: Risks Related to the Mining Industry Generally A Substantial or Extended Decline in Gold or Copper Prices Would Have a Material Adverse Effect on Newmont",nem,2008-02,False,"[10, 15]",False,0
907,"We have not established proven or probable reserves through the completion of a final or bankable feasibility study for any of our projects, including the Palangana Mine.",uec,2019-10,False,"[1, 7]",True,0
908,"These risks could result in delays to development or production, damage to or destruction of mineral properties or processing facilities, personal injury or death, loss of key employees, environmental damage, monetary losses and possible legal liability.",aumn,2011-02,False,"[9, 11]",True,0
909,A sustained period of low returns or losses on investments could require us to fund the pension plans to a greater extent than anticipated.,hl,2017-02,True,"[7, 10]",True,0
910,"The number of persons skilled in the acquisition, exploration and development of royalty and stream interests is limited and there is competition for such persons.",rgld,2015-08,False,[8],True,0
911,"To the extent we use cash to reduce these unfunded liabilities, the amount of cash available for our working capital needs would be reduced.",slca,2019-02,True,[1],True,0
912,"Further, we will not be able to recover the funds that we spend on exploration if we are not able to establish commercially recoverable quantities of ore on our mineral properties.",uec,2010-10,False,"[1, 7]",True,0
913,"We do not have title insurance for any of our real property or leasehold interests and, as part of the Asset Acquisition, we did not independently verify title to our leased properties or associated met coal reserves.",hcc,2018-02,False,[7],True,0
914,"The December 1997 Kyoto Protocol, which ends in 2012, established a set of greenhouse gas emission targets for countries that have ratified the Protocol, which include Canada, Ghana, Australia and Peru.",rgld,2010-08,False,"[5, 12]",True,0
915,"Based on recommendations from the Working Group, the U.S. Congress included in its COVID-Relief and Omnibus Spending Bill, which was signed into law on December 27, 2020, $75 million for the proposed establishment of a strategic U.S. Uranium Reserve.",uuuu,2022-03,False,[1],False,0
916,The more significant areas requiring the use of management assumptions and estimates relate to: Actual results may differ materially from these estimates using different assumptions or conditions.,hl,2014-02,False,"[7, 10]",True,0
917,We may be subject to a number of unanticipated risks related to inadequate infrastructure.,hl,2013-02,False,[14],True,0
918,"For example, the Fourth and Fifth Assessment Reports of the Intergovernmental Panel on Climate Change have expressed concern about the impacts of human activity, especially from fossil fuel combustion, on global climate issues.",arch,2017-02,False,[12],True,0
919,"Further, as cyber incidents continue to evolve, we could be required to expend additional resources to continue to modify or enhance our protective measures or to investigate and remediate any vulnerability to cyber incidents.",arlp,2021-02,False,[9],False,0
920,"Factors that affect adequacy of infrastructure include: reliability of roads, bridges, power sources and water supply; unusual or infrequent weather phenomena; sabotage; and government or other interference in the maintenance or provision of such infrastructure.",cde,2010-02,False,[14],True,0
921,"Of the six suits retained by Fola, one was dismissed, two were settled, and a federal court has issued liability rulings in the three remaining suits.",ceix,2018-02,False,[11],False,0
922,"HBB must receive a continuous flow of new orders from its large, high-volume retail customers; however, it may be unable to continually meet the needs of those customers.",nc,2010-03,False,"[4, 14]",True,0
923,"There are numerous uncertainties inherent in estimating quantities of reserves, including many factors beyond our control.",arlp,2008-02,False,"[1, 7, 10]",True,0
924,"Effective January 1, 2005, the council of the European Union suspended the additional customs duties on imports of certain NMHG products originating in the United States, subject to a determination by the WTO whether certain aspects of the American Jobs Creation Act of 2004 (the Jobs Act) are consistent with the U.S.s WTO obligation.",nc,2006-03,False,"[5, 13]",True,0
925,Our current plans require us to make capital expenditures for the exploration of our minerals exploration properties.,uec,2009-10,False,"[1, 7]",True,1
926,"In addition, foreign currency fluctuations could adversely affect the competitiveness of our coal abroad.",ceix,2019-02,False,[5],True,0
927,"For additional information regarding goodwill, see Note 20 to our Consolidated Financial Statements.",nem,2022-02,False,[11],True,0
928,"These indemnification provisions may require us to use our limited assets to defend our directors and officers against claims, and may have the effect of preventing stockholders from recovering damages against our directors and officers caused by their negligence, poor judgment or other circumstances.",uec,2014-10,False,[6],True,0
929,"Any switching of fuel sources away from coal, closure of existing coal-fired plants, or reduced construction of new plants could have a material adverse effect on demand for and prices received for our coal.",arch,2016-03,False,"[4, 12, 14]",True,0
930,"The capital expenditures and time required to develop new mines or other projects are considerable, and changes in costs or construction schedules can adversely affect project economics.",fcx,2013-02,False,"[1, 7]",True,0
931,"If we are unable to finance our growth and future expansions as expected, we could be required to seek alternative financing, the terms of which may not be attractive to us, or to revise or cancel our plans.",arlp,2011-02,False,"[8, 12]",False,0
932,An economic slowdown can significantly slow the growth of electrical demand and could result in contraction of demand for coal.,arch,2011-03,False,[14],True,0
933,"Substantial costs and liabilities, including for restoring the environment after the closure of mines, are inherent in the Companys operations.",cde,2012-02,False,[7],True,0
934,All of these factors may result in losses in relation to amounts spent which are not recoverable.,mux,2018-02,False,[13],True,0
935,Failing to meet the qualifying income requirement or a change in current law could cause us to be treated as a corporation for U.S. federal income tax purposes or otherwise subject us to taxation as an entity.,arlp,2014-02,False,[15],False,0
936,"If there are title defects with respect to any of our properties, we may be required to compensate other persons or perhaps reduce our interest in the affected property.",vgz,2014-03,False,"[7, 11]",False,0
937,"At that date, we also had recorded a valuation allowance of $1,169.0 million, substantially comprised of a full valuation allowance against our net deferred tax asset positions in the U.S. and Australia driven by recent cumulative book losses, as determined by considering all sources of available income (including items classified as discontinued operations or recorded directly to ""Accumulated other comprehensive loss""), which limited our ability to look to future taxable income in assessing the likelihood of realizing those assets.",btu,2015-02,True,"[10, 15]",True,0
938,We may incur additional costs and delays to mine coal because we have to acquire additional property rights to perfect our title to coal rights.,ceix,2020-02,False,[7],True,0
939,"Exploration project items such as estimates of reserves, metal recoveries and cash operating costs are to a large extent based upon the interpretation of geologic data, obtained from a limited number of drill holes and other sampling techniques, and feasibility studies.",cde,2016-02,False,"[1, 7]",True,0
940,"Substantial expenditures are required to acquire existing gold properties with established reserves or to establish proven or probable reserves through drilling, analysis and engineering.",lode,2022-03,False,"[1, 7]",False,0
